distance_m,elapsed_time_s,elevation_gain_m,mean_km_per_week,mean_training_days_per_week,gender_binary
12658.0,3857,43.1,49.11117622377622,4.65034965034965,0.0
20429.4,5186,76.0,49.88999083333333,4.204166666666667,0.0
355.0,139,2.0,24.43524147465438,2.3317972350230414,0.0
2884.9,910,23.0,36.79205359477124,3.117647058823529,0.0
8217.1,1836,75.8,34.219524175824176,2.5824175824175826,0.0
9728.9,3148,29.0,28.338354444444445,2.3222222222222224,0.0
3119.2,1224,8.1,12.06235,2.0476190476190474,1.0
10849.0,3640,82.0,26.86536751592357,2.738853503184713,0.0
5695.6,3207,11.0,22.89576303317536,2.3696682464454977,0.0
11994.9,4305,190.8,21.60202677165354,1.8267716535433072,0.0
7353.7,2700,39.1,21.512436697247704,2.293577981651376,1.0
12050.6,3600,87.4,85.69425923913043,6.603260869565218,0.0
6910.8,2651,18.0,15.657205555555556,2.1333333333333333,0.0
7084.3,2358,11.8,53.12736193548387,4.909677419354839,0.0
29379.4,11594,544.9,28.314677215189874,2.1265822784810124,0.0
5222.0,3983,44.0,26.455639781021898,3.062043795620438,0.0
9758.3,3682,36.9,12.06235,2.0476190476190474,1.0
17564.1,5681,333.0,44.45545136986301,3.0136986301369864,1.0
20358.8,5846,219.0,26.455639781021898,3.062043795620438,0.0
7004.2,1558,33.0,53.43195760869565,6.467391304347826,0.0
18754.9,5785,386.2,35.89793122807018,3.0,1.0
9063.3,2757,58.9,34.08691495327103,2.7009345794392523,0.0
12785.8,3644,93.0,21.128724242424244,2.242424242424242,0.0
10499.0,3640,36.8,23.269285263157897,2.205263157894737,0.0
12049.0,4042,67.4,31.66878714285714,3.1,0.0
7797.5,2976,20.0,74.60554748201439,5.532374100719425,0.0
16017.0,4736,208.0,53.12736193548387,4.909677419354839,0.0
11248.5,3735,214.0,25.767520512820514,2.9786324786324787,0.0
2182.0,673,0.0,35.00285864197531,4.203703703703703,0.0
10973.8,3468,146.3,29.195438216560508,2.394904458598726,0.0
9781.0,3620,86.6,35.00285864197531,4.203703703703703,0.0
13213.9,4872,138.7,35.51523975903615,3.108433734939759,1.0
5470.9,2173,316.0,26.820742545454547,2.3854545454545453,0.0
7140.4,7168,180.9,12.06235,2.0476190476190474,1.0
9950.9,3512,109.2,32.18479830508475,3.0338983050847457,1.0
16508.7,4357,31.0,49.88999083333333,4.204166666666667,0.0
9639.0,2947,84.0,23.851076923076924,2.2051282051282053,0.0
13231.1,4921,298.7,24.43524147465438,2.3317972350230414,0.0
3969.8,1428,26.7,27.996817535545024,2.720379146919431,0.0
10148.7,3377,69.5,26.86536751592357,2.738853503184713,0.0
17008.3,9543,1244.0,32.520438834951456,2.495145631067961,0.0
10333.1,2800,23.0,49.88999083333333,4.204166666666667,0.0
6834.6,2528,18.6,22.02987234042553,2.3085106382978724,0.0
7909.4,2790,70.0,25.767520512820514,2.9786324786324787,0.0
10065.3,3315,55.0,27.563100925925923,2.1296296296296298,1.0
4171.6,1727,6.0,26.86536751592357,2.738853503184713,0.0
17555.7,8148,794.2,32.7191614213198,2.9035532994923856,0.0
6854.3,2708,11.0,26.86536751592357,2.738853503184713,0.0
12053.1,5305,160.0,25.767520512820514,2.9786324786324787,0.0
8014.7,2830,0.0,31.06644216216216,3.1135135135135137,1.0
9308.8,2735,47.0,56.77293787878788,5.303030303030303,1.0
9215.5,3212,244.8,26.98636307692308,2.253846153846154,1.0
19040.6,6824,370.0,42.844456056338025,3.352112676056338,0.0
5135.6,2260,112.0,32.84034026845637,2.7583892617449663,0.0
14485.2,14905,697.3,33.352265263157896,3.594736842105263,1.0
11537.5,3775,37.7,21.128724242424244,2.242424242424242,0.0
2025.2,711,42.0,25.767520512820514,2.9786324786324787,0.0
23989.6,10745,1133.0,34.012607547169814,2.3867924528301887,0.0
9146.7,2306,119.0,26.455639781021898,3.062043795620438,0.0
12301.7,3782,70.0,85.69425923913043,6.603260869565218,0.0
7191.6,2861,90.3,35.52483238434164,2.6334519572953736,0.0
1035.9,227,6.0,35.00285864197531,4.203703703703703,0.0
9384.3,3050,0.0,53.43195760869565,6.467391304347826,0.0
11079.6,3956,25.6,31.06644216216216,3.1135135135135137,1.0
7781.4,2496,103.4,26.86536751592357,2.738853503184713,0.0
10041.3,2833,152.0,42.844456056338025,3.352112676056338,0.0
42667.9,11918,282.6,49.3882,3.730769230769231,0.0
2186.6,624,0.0,15.224992134831462,1.7191011235955056,0.0
8693.9,3107,88.0,35.52483238434164,2.6334519572953736,0.0
5621.9,3456,353.0,38.18772439024391,3.642276422764228,0.0
12021.2,3731,101.0,28.338354444444445,2.3222222222222224,0.0
3523.4,1598,102.4,31.59922336065574,2.2991803278688523,0.0
9621.5,2976,81.0,23.851076923076924,2.2051282051282053,0.0
13389.6,4720,514.0,54.92121412429378,4.203389830508475,0.0
10247.1,3310,131.9,33.352265263157896,3.594736842105263,1.0
27174.9,13863,1918.0,49.44068368794326,4.404255319148936,0.0
13191.0,3227,52.6,85.69425923913043,6.603260869565218,0.0
6969.6,2254,61.0,26.86536751592357,2.738853503184713,0.0
10625.7,3615,9.0,21.73993956043956,2.3461538461538463,0.0
4195.6,1676,12.4,10.97838409090909,1.6590909090909092,1.0
7214.5,2640,48.0,15.657205555555556,2.1333333333333333,0.0
7909.9,5551,882.2,32.334054651162795,2.9186046511627906,0.0
9808.9,3804,240.5,26.98636307692308,2.253846153846154,1.0
21509.8,11376,995.3,26.86536751592357,2.738853503184713,0.0
158.5,3603,0.0,21.128724242424244,2.242424242424242,0.0
5451.5,2150,255.8,32.7191614213198,2.9035532994923856,0.0
16596.1,5842,393.4,22.02987234042553,2.3085106382978724,0.0
16464.5,5813,133.2,49.3882,3.730769230769231,0.0
7484.9,2655,170.4,22.02987234042553,2.3085106382978724,0.0
11332.0,3132,100.1,21.60202677165354,1.8267716535433072,0.0
8054.0,2889,257.0,22.89576303317536,2.3696682464454977,0.0
15220.9,5533,797.0,31.59922336065574,2.2991803278688523,0.0
11931.3,4455,342.0,74.60554748201439,5.532374100719425,0.0
7015.7,2076,36.3,21.60202677165354,1.8267716535433072,0.0
11137.5,3940,255.3,18.62444461538461,1.646153846153846,0.0
21100.7,6257,159.2,26.155980451127817,2.5864661654135337,
11058.2,3751,196.8,31.06644216216216,3.1135135135135137,1.0
4957.0,1161,49.7,28.338354444444445,2.3222222222222224,0.0
330.4,1,0.0,26.997299014778324,2.5467980295566504,0.0
9987.1,3918,88.3,27.996817535545024,2.720379146919431,0.0
6871.2,2297,65.7,23.354564705882357,2.0,0.0
14711.0,5172,632.4,49.11117622377622,4.65034965034965,0.0
11141.0,7778,1128.0,33.352265263157896,3.594736842105263,1.0
8466.8,2904,129.0,15.657205555555556,2.1333333333333333,0.0
9297.9,6760,942.8,32.334054651162795,2.9186046511627906,0.0
18143.1,4994,41.1,85.69425923913043,6.603260869565218,0.0
5890.2,2521,8.0,16.821094690265486,1.5575221238938053,1.0
14142.0,7786,1470.8,53.12736193548387,4.909677419354839,0.0
23404.8,7881,325.0,49.3882,3.730769230769231,0.0
5.8,3,0.0,54.92121412429378,4.203389830508475,0.0
12460.0,4016,324.0,44.45545136986301,3.0136986301369864,1.0
29511.8,13181,2209.9,42.844456056338025,3.352112676056338,0.0
3308.5,1044,15.7,35.00285864197531,4.203703703703703,0.0
10140.6,2335,10.2,26.455639781021898,3.062043795620438,0.0
10207.0,2940,42.0,23.269285263157897,2.205263157894737,0.0
12299.0,3793,11.5,31.798629213483142,3.0,0.0
8932.0,3644,226.0,30.5978247706422,3.027522935779817,1.0
1005.0,277,0.0,31.06644216216216,3.1135135135135137,1.0
5050.0,1612,13.0,27.996817535545024,2.720379146919431,0.0
1844.9,707,18.7,12.78407162162162,2.0945945945945947,0.0
9785.5,3231,14.0,15.657205555555556,2.1333333333333333,0.0
10969.5,3600,76.0,32.60410541516246,2.9025270758122743,0.0
10821.0,2971,350.0,28.59654,2.031578947368421,0.0
16917.8,4340,96.0,85.69425923913043,6.603260869565218,0.0
12410.6,4345,325.4,21.512436697247704,2.293577981651376,1.0
1394.6,3283,0.0,25.65949918032787,2.819672131147541,1.0
17030.8,8288,1274.3,34.366773202614375,2.7973856209150325,0.0
10643.1,3286,230.0,28.74646322580645,2.832258064516129,1.0
9462.8,3174,26.0,21.75020289855072,2.2028985507246377,0.0
6132.4,1822,32.5,53.12736193548387,4.909677419354839,0.0
7259.2,2126,26.0,25.91007640449438,2.6741573033707864,0.0
19134.1,5922,95.0,56.77293787878788,5.303030303030303,1.0
8089.3,3226,384.0,26.820742545454547,2.3854545454545453,0.0
6589.8,2598,18.9,20.43143297297297,2.562162162162162,1.0
4279.6,1800,73.1,12.533813333333336,1.9777777777777776,1.0
5978.4,2004,118.0,10.871436170212766,1.6170212765957446,0.0
11018.5,3228,251.0,26.997299014778324,2.5467980295566504,0.0
14886.4,3720,288.9,42.844456056338025,3.352112676056338,0.0
9492.6,3003,134.0,51.48175508474576,3.889830508474576,0.0
10146.7,4136,220.0,32.84034026845637,2.7583892617449663,0.0
8749.4,2556,171.4,22.02987234042553,2.3085106382978724,0.0
6304.4,1990,15.0,32.84034026845637,2.7583892617449663,0.0
4146.6,1649,92.2,34.012607547169814,2.3867924528301887,0.0
10088.2,2795,19.7,24.43524147465438,2.3317972350230414,0.0
15382.7,4818,104.0,23.380741666666665,1.9583333333333333,0.0
7428.1,2911,129.3,32.334054651162795,2.9186046511627906,0.0
32449.0,25679,2068.0,33.0503197740113,2.4293785310734464,0.0
7975.4,2837,150.0,51.48175508474576,3.889830508474576,0.0
16163.0,6019,321.7,31.798629213483142,3.0,0.0
15178.1,5389,363.0,18.62444461538461,1.646153846153846,0.0
13035.4,4102,402.0,42.844456056338025,3.352112676056338,0.0
6296.0,2098,21.0,10.871436170212766,1.6170212765957446,0.0
9758.2,2307,21.0,28.338354444444445,2.3222222222222224,0.0
14924.1,4484,401.4,34.366773202614375,2.7973856209150325,0.0
5644.0,3804,330.3,21.128724242424244,2.242424242424242,0.0
12095.3,4913,273.0,54.92121412429378,4.203389830508475,0.0
1029.7,217,0.0,26.455639781021898,3.062043795620438,0.0
4706.0,1541,59.0,16.30007037037037,2.351851851851852,1.0
11261.0,2839,544.9,85.69425923913043,6.603260869565218,0.0
8164.0,2033,129.2,33.29610535714286,2.946428571428572,0.0
3246.6,1161,26.7,31.66878714285714,3.1,0.0
11037.0,4564,63.0,24.43524147465438,2.3317972350230414,0.0
7416.6,2720,183.2,40.37502978723405,3.7163120567375887,1.0
9210.3,3600,51.4,40.37502978723405,3.7163120567375887,1.0
4564.9,3313,29.3,10.871436170212766,1.6170212765957446,0.0
10012.5,3002,35.9,53.12736193548387,4.909677419354839,0.0
18416.1,4898,93.6,25.654456310679613,2.8640776699029127,0.0
4344.0,1398,64.2,49.11117622377622,4.65034965034965,0.0
11006.0,3071,58.9,32.7191614213198,2.9035532994923856,0.0
12142.8,3705,69.7,34.08691495327103,2.7009345794392523,0.0
19154.0,8919,1059.0,27.563100925925923,2.1296296296296298,1.0
11908.0,3830,127.0,44.45545136986301,3.0136986301369864,1.0
16331.2,5455,62.0,56.77293787878788,5.303030303030303,1.0
14026.9,4125,93.6,22.02987234042553,2.3085106382978724,0.0
12169.9,3700,126.0,74.60554748201439,5.532374100719425,0.0
6200.1,1544,0.0,26.455639781021898,3.062043795620438,0.0
9243.1,3559,92.3,12.06235,2.0476190476190474,1.0
11220.0,3026,104.0,33.0503197740113,2.4293785310734464,0.0
8799.1,2518,13.0,28.338354444444445,2.3222222222222224,0.0
12012.1,3598,293.0,39.80332666666666,3.097435897435897,0.0
5220.1,2050,181.3,22.02987234042553,2.3085106382978724,0.0
11450.6,3343,48.0,54.92121412429378,4.203389830508475,0.0
11165.0,3986,106.0,49.11117622377622,4.65034965034965,0.0
4396.0,1700,14.0,49.11117622377622,4.65034965034965,0.0
23802.9,9106,982.2,26.820742545454547,2.3854545454545453,0.0
19617.0,8100,1322.6,49.11117622377622,4.65034965034965,0.0
7313.0,4847,545.0,38.18772439024391,3.642276422764228,0.0
15008.8,5408,53.8,35.51523975903615,3.108433734939759,1.0
15611.8,4843,285.0,26.820742545454547,2.3854545454545453,0.0
2165.5,621,10.6,27.996817535545024,2.720379146919431,0.0
