distance_m;elapsed_time_s;elevation_gain_m;mean_km_per_week;mean_training_days_per_week;gender_binary;level
12694,5;4737;351;38,475968;3,34;1;2
12694,3;4475;41,8;35,805175;3,048780488;1;3
12693;8826;1323;27,43548981;2,055555556;1;2
12692,4;4722;429;34,54931222;2,533333333;0;2
12691,4;3581;154,7;26,70785694;2,4375;0;2
12691,1;3153;29;85,100225;6,326086957;0;3
12691;3876;286;25,59271481;2,101851852;0;2
12691;4425;177;31,77827246;2,920289855;0;2
12690,9;3630;73,1;32,06867385;2,261538462;0;2
12689,3;3660;78,1;85,100225;6,326086957;0;3
12689;4014;230,2;29,16997484;2,366242038;0;2
12688,2;4428;409;29,28912177;2,306122449;0;2
12688,1;5117;402,5;34,30544052;2,758169935;0;2
12687,1;19248;11,4;24,81411417;2,183333333;1;2
12686,5;4173;192,4;53,04576144;4,509803922;0;3
12686,4;4536;303;42,81280479;3,323943662;0;3
12686;4363;633,9;31,64926337;2,238683128;0;3
12685;4532;83,5;28,6775641;2,115384615;0;2
12684,6;4820;563;32,91861949;2,861538462;0;3
12684,5;3754;143,7;29,16997484;2,366242038;0;2
12684,2;4984;335,8;35,805175;3,048780488;1;3
12684,1;3505;83;85,100225;6,326086957;0;3
12684;4221;83,2;33,63371754;2,280701754;1;2
12683,4;4531;313;42,81280479;3,323943662;0;3
12683,2;3934;166,9;26,70785694;2,4375;0;2
12683,2;3989;144,9;32,79745989;2,962566845;1;2
12683,1;8334;959;29,28912177;2,306122449;0;2
12682,6;4446;155;35,55126737;2,78245614;1;3
12682,4;5483;340;26,47819712;2,49201278;0;2
12682,1;4795;21,5;37,34840617;3,172839506;0;2
12682;4025;219,6;35,42519715;2,544483986;0;2
12681,9;4191;223,5;29,16997484;2,366242038;0;2
12681,3;3796;47,9;53,04576144;4,509803922;0;3
12681;8086;1084,9;32,79745989;2,962566845;1;2
12679,5;4036;290,6;29,16997484;2,366242038;0;2
12679,2;6019;710,9;24,57898271;2,247663551;0;2
12679;3788;59,5;25,80203762;2,732673267;0;2
12678,5;4610;324;44,22259315;2,835616438;1;2
12678,3;3833;60;36,5462183;3,006535948;0;3
12678,1;3435;124,6;22,32507174;2,22826087;0;2
12677,7;4091;146,6;29,16997484;2,366242038;0;2
12677,7;4180;301;29,28912177;2,306122449;0;2
12676,3;3770;132;36,5462183;3,006535948;0;3
12676,3;4494;66,9;30,50147568;2,8;1;2
12676;4384;18,8;35,805175;3,048780488;1;3
12675,8;5214;461,2;32,91861949;2,861538462;0;3
12675,7;4939;373,8;18,72186822;1,635658915;0;2
12675,2;3578;307;42,81280479;3,323943662;0;3
12675,2;3598;30;49,83286849;3,903361345;0;3
12675,1;3779;200;56,81350076;5,114503817;1;3
12675,1;3779;200;56,81350076;5,114503817;1;3
12675,1;4434;229,9;39,94094043;3,468085106;1;3
12675;5098;518;25,59271481;2,101851852;0;2
12675;7520;972,9;32,79745989;2,962566845;1;2
12674,8;3775;248,3;31,64926337;2,238683128;0;3
12674,2;3894;32,7;53,31155238;3,428571429;0;3
12674,2;4596;983;26,42394618;2,145454545;0;2
12674,2;5186;592;26,47819712;2,49201278;0;2
12674,1;4361;236;51,28863644;3,796610169;0;3
12674;3867;91,2;23,4131;2,106382979;0;2
12673,4;3684;32,5;35,01329236;3,649681529;0;3
12673,2;3759;54,5;53,04576144;4,509803922;0;3
12672,5;4944;987;32,77798121;2,731543624;0;2
12671,5;3812;313;42,81280479;3,323943662;0;3
12671;4441;74;31,77827246;2,920289855;0;2
12670,3;3336;155,5;85,100225;6,326086957;0;3
12670;3637;42,9;25,80203762;2,732673267;0;2
12670;4412;394;34,54931222;2,533333333;0;2
12669,9;4802;67,9;17,062791;1,91;1;2
12668,9;4199;127,4;21,61906646;2,012658228;0;2
12667,9;4642;459,3;48,46767133;4,251748252;0;3
12667,9;4843;106;35,805175;3,048780488;1;3
12666,9;3522;164;74,12692662;5,179856115;0;3
12666;5037;494;32,77798121;2,731543624;0;2
12665,8;4801;504;27,11409602;2,462686567;0;2
12665;3675;89;33,02951532;2,657657658;0;2
12664,8;4195;267,6;29,16997484;2,366242038;0;2
12664;3620;51;36,5462183;3,006535948;0;3
12664;3926;266;32,40464657;2,783393502;0;2
12664;4677;1094,1;32,79745989;2,962566845;1;2
12663,7;4565;404;32,77798121;2,731543624;0;2
12663,6;3959;56;56,81350076;5,114503817;1;3
12663,6;3959;56;56,81350076;5,114503817;1;3
12663,1;4154;410;31,63460946;2,243243243;0;2
12662,8;3849;41,2;35,01329236;3,649681529;0;3
12662,8;5508;339;32,43651165;2,446601942;0;2
12662;13080;1378;30,0347156;2,770642202;1;2
12661,9;4203;123;74,12692662;5,179856115;0;3
12660,2;4409;58,6;39,94094043;3,468085106;1;3
12660,1;7768;646,6;32,05869068;2,949152542;1;2
12660;3690;47;55,17231143;3,96;0;3
12660;4196;123,3;29,16997484;2,366242038;0;2
12658;3857;43,1;48,46767133;4,251748252;0;3
12658;3973;195;48,57342128;3,964539007;0;2
12657,7;3434;81;32,06867385;2,261538462;0;2
12657,7;3601;13,3;24,44736727;2,345454545;0;2
12657,4;4582;104,4;35,805175;3,048780488;1;3
12657,3;4440;112,2;33,63371754;2,280701754;1;2
12657;3713;252,2;48,46767133;4,251748252;0;3
12656,2;3536;52;85,100225;6,326086957;0;3
12655;3954;28,9;48,46767133;4,251748252;0;3
12655;4145;251;27,38660654;2,411214953;0;2
12654,3;4428;233,7;24,57898271;2,247663551;0;2
12654,1;3304;40;55,17231143;3,96;0;3
12652;3657;28;49,83286849;3,903361345;0;3
12651,2;3720;39;55,17231143;3,96;0;3
12650,2;4242;319,6;33,02951532;2,657657658;0;2
12650;3591;156;44,22259315;2,835616438;1;2
12650;3914;341;22,99254251;2,173913043;0;2
12649,7;3874;89;28,21866111;2,272222222;0;2
12649,1;3302;127;25,77178523;2,488636364;0;2
12649;5095;62;24,57898271;2,247663551;0;2
12648,9;10241;1166;22,34875467;1,906666667;0;2
12648,6;5389;954;38,475968;3,34;1;2
12647,7;5365;953;32,06867385;2,261538462;0;2
12647,6;4725;42,5;35,805175;3,048780488;1;3
12647,2;3697;34;55,17231143;3,96;0;3
12646,5;4474;250,7;49,11819406;3,559440559;0;3
12646,2;3818;224,9;29,16997484;2,366242038;0;2
12644,8;4542;137;49,11819406;3,559440559;0;3
12644,2;4205;49,1;34,06376075;2,691588785;0;2
12643,6;3892;34,1;34,06376075;2,691588785;0;2
12643;4343;304;32,77798121;2,731543624;0;2
12642,5;4682;195,9;24,81411417;2,183333333;1;2
12642,4;3698;34;49,83286849;3,903361345;0;3
12642,4;4805;418;29,28912177;2,306122449;0;2
12642,3;3667;39;49,83286849;3,903361345;0;3
12642,3;5127;983;29,16997484;2,366242038;0;2
12642,2;3921;213,5;53,31155238;3,428571429;0;3
12642,2;5138;544;42,81280479;3,323943662;0;3
12641,9;3448;281;42,81280479;3,323943662;0;3
12641,8;3837;33;24,24953391;1,973913043;0;2
12641;3627;159,3;48,46767133;4,251748252;0;3
12641;4111;312;27,43548981;2,055555556;1;2
12641;5196;306;24,57898271;2,247663551;0;2
12640,8;3968;307;42,81280479;3,323943662;0;3
12640,3;3716;43,5;25,80203762;2,732673267;0;2
12640;4250;280;44,22259315;2,835616438;1;2
12640;4857;988,5;37,34840617;3,172839506;0;2
12639,9;3707;266,5;31,70451304;2,739130435;0;2
12639,8;3437;135;25,96158194;2,656387665;0;2
12639,7;3525;419;42,81280479;3,323943662;0;3
12639,5;8497;1452;33,13721136;2,352272727;0;2
12638,6;3534;172;85,100225;6,326086957;0;3
12638,6;5187;376;27,11409602;2,462686567;0;2
12638,1;3565;22;25,96158194;2,656387665;0;2
12637,8;4405;167;34,54931222;2,533333333;0;2
12636,4;3623;132,2;31,64926337;2,238683128;0;3
12636;3808;16;32,40464657;2,783393502;0;2
12636;4350;59;44,22259315;2,835616438;1;2
12635;4375;382,8;32,79745989;2,962566845;1;2
12634,5;6722;963;37,90207398;3,520325203;0;2
12634,2;4404;94,3;18,58766481;2,037037037;0;2
12634,1;4607;252,3;33,13721136;2,352272727;0;2
12633,3;5277;432;32,05869068;2,949152542;1;2
12633;3541;48;35,55126737;2,78245614;1;3
12632,5;4921;1063,9;21,43150709;1,724409449;0;2
12631,9;3735;24;33,88067075;2,301886792;0;2
12631,2;5023;26,5;30,50147568;2,8;1;2
12631;5269;991,5;30,50147568;2,8;1;2
12629,9;3525;316;36,5462183;3,006535948;0;3
12629,4;3284;71,2;85,100225;6,326086957;0;3
12629,4;3706;97,1;53,31155238;3,428571429;0;3
12629,2;4099;36;32,77798121;2,731543624;0;2
12629;3980;57;25,59271481;2,101851852;0;2
12628,6;4193;46;21,55697246;2,014492754;0;2
12627,8;4290;54;26,47819712;2,49201278;0;2
12627,5;5101;234;26,42394618;2,145454545;0;2
12627,1;4489;73;28,6775641;2,115384615;0;2
12626,9;4070;229,2;30,50147568;2,8;1;2
12626,8;5190;382;26,47819712;2,49201278;0;2
12626;3984;195,1;23,4131;2,106382979;0;2
12626;7538;1124;32,40464657;2,783393502;0;2
12625,7;3719;244,3;49,11819406;3,559440559;0;3
12624,4;5393;969;32,77798121;2,731543624;0;2
12624;7043;938;32,79745989;2,962566845;1;2
12623;4224;204,4;27,38660654;2,411214953;0;2
12622;4070;986,4;25,80203762;2,732673267;0;2
12621,8;4530;40,8;24,44736727;2,345454545;0;2
12621;4364;243;35,42519715;2,544483986;0;2
12620,6;3912;198,9;35,55126737;2,78245614;1;3
12620;3936;359,5;31,65486517;2,876404494;0;2
12619,9;3357;19;52,1345837;5,75;0;3
12619,8;3792;262;22,34875467;1,906666667;0;2
12619,4;3501;54,8;85,100225;6,326086957;0;3
12619,4;4206;265,4;30,50147568;2,8;1;2
12619,4;4433;211;26,15680562;2,404494382;0;2
12619,2;3753;84,5;26,15680562;2,404494382;0;2
12618,8;4798;366;48,57342128;3,964539007;0;2
12618,4;3993;331,2;31,64926337;2,238683128;0;3
12618;4637;252,1;35,42519715;2,544483986;0;2
12617,5;3517;38,8;85,100225;6,326086957;0;3
12617,2;5488;687,7;42,81280479;3,323943662;0;3
12617;3280;129;35,01329236;3,649681529;0;3
12616,6;5440;344,1;48,46767133;4,251748252;0;3
12616;4472;332;33,13721136;2,352272727;0;2
12615;3523;200,5;38,475968;3,34;1;2
12615;4328;231,1;29,16997484;2,366242038;0;2
12614,6;3962;183,7;39,94094043;3,468085106;1;3
12614,5;3782;104;31,70451304;2,739130435;0;2
12614,4;3532;66,3;32,91861949;2,861538462;0;3
12614,2;3296;38;48,57342128;3,964539007;0;2
12613,6;4312;129,7;28,6775641;2,115384615;0;2
12612,7;3930;67,3;23,41419492;1,949152542;0;2
12611,3;3565;95,8;35,55126737;2,78245614;1;3
12611,3;3915;189;51,28863644;3,796610169;0;3
12611,3;5197;986;32,40464657;2,783393502;0;2
12611;4996;467;27,79998768;2,611374408;0;2
12609,4;3689;169;51,28863644;3,796610169;0;3
12609,3;5347;288,1;30,50147568;2,8;1;2
12609,2;3546;42;49,83286849;3,903361345;0;3
12608,8;3600;30;24,44736727;2,345454545;0;2
12608,6;4135;416,3;48,46767133;4,251748252;0;3
12607,9;3934;44;37,90207398;3,520325203;0;2
12607;3723;138,4;27,38660654;2,411214953;0;2
12606,9;3607;241;22,99254251;2,173913043;0;2
12606,4;5390;1019,9;32,40464657;2,783393502;0;2
12606;4858;171;24,57898271;2,247663551;0;2
12605,9;3013;229;28,76237419;1,720430108;0;2
12605,5;5245;125,2;16,18071008;1,823529412;1;2
12604,9;3458;22;25,77178523;2,488636364;0;2
12604,9;3899;200,2;29,16997484;2,366242038;0;2
12604,5;4156;98;35,42519715;2,544483986;0;2
12603,9;3235;79,1;32,91861949;2,861538462;0;3
12602,3;3909;83,3;22,32507174;2,22826087;0;2
12602,3;5490;585,3;48,46767133;4,251748252;0;3
12602,2;5181;360,3;26,47819712;2,49201278;0;2
12602;4497;317;44,22259315;2,835616438;1;2
12602;4909;285;37,90207398;3,520325203;0;2
12601,7;4758;273,3;27,79998768;2,611374408;0;2
12601,3;3851;57,7;22,86740702;2,368421053;0;2
12600,2;4150;121,4;37,34840617;3,172839506;0;2
12599,4;3768;207;26,42394618;2,145454545;0;2
12599,2;3418;242,7;35,55126737;2,78245614;1;3
12599;4328;421,1;31,65486517;2,876404494;0;2
12598,8;4321;188;21,43150709;1,724409449;0;2
12598,7;4325;238,4;29,16997484;2,366242038;0;2
12598,4;3859;226,6;29,16997484;2,366242038;0;2
12598;3515;83,7;85,100225;6,326086957;0;3
12598;4363;41;33,13721136;2,352272727;0;2
12597,8;5195;486,7;32,40464657;2,783393502;0;2
12597,7;3278;71;35,01329236;3,649681529;0;3
12597,7;4266;237,1;21,61906646;2,012658228;0;2
12596,6;4297;328,2;34,06376075;2,691588785;0;2
12596,5;3814;130;36,5462183;3,006535948;0;3
12595,2;4308;18,6;49,11819406;3,559440559;0;3
12595;3717;424,2;33,02951532;2,657657658;0;2
12594,2;3601;52;52,1345837;5,75;0;3
12594;11728;1543;31,77827246;2,920289855;0;2
12593,9;3723;329;48,57342128;3,964539007;0;2
12593,4;3780;46;49,80321538;4,923076923;0;2
12593,1;4174;219;26,42394618;2,145454545;0;2
12593;4104;86;27,38660654;2,411214953;0;2
12592,6;3876;117,5;29,16997484;2,366242038;0;2
12592,4;3619;64,9;85,100225;6,326086957;0;3
12592,4;4412;244;29,28912177;2,306122449;0;2
12591;3901;6;15,43187159;1,869318182;0;2
12590,5;3973;202,2;33,88067075;2,301886792;0;2
12590;3722;20;21,43150709;1,724409449;0;2
12589,3;3749;277,6;32,91861949;2,861538462;0;3
12589,3;4249;192,8;30,50147568;2,8;1;2
12588,2;4591;184,3;16,79841062;1,539823009;1;2
12587,6;3736;29,7;32,91861949;2,861538462;0;3
12587,3;3812;235;28,21866111;2,272222222;0;2
12587,3;4525;75,9;28,73009742;2,812903226;1;2
12587;3968;137;35,42519715;2,544483986;0;2
12587;4879;494;32,40464657;2,783393502;0;2
12586,3;4148;261;49,83286849;3,903361345;0;3
12586;4045;228,7;29,16997484;2,366242038;0;2
12586;4435;157,9;26,42394618;2,145454545;0;2
12585,7;4253;193,5;21,61906646;2,012658228;0;2
12585,3;3675;51;26,15680562;2,404494382;0;2
12585,1;5287;28;30,0347156;2,770642202;1;2
12585;3603;106;48,46767133;4,251748252;0;3
12584,7;3873;0;21,43150709;1,724409449;0;2
12584,5;3342;80,6;35,01329236;3,649681529;0;3
12584,2;5249;407;32,77798121;2,731543624;0;2
12584,1;3423;35;48,57342128;3,964539007;0;2
12584;4023;106;35,42519715;2,544483986;0;2
12583,5;4522;20;34,54931222;2,533333333;0;2
12583,3;4585;120,6;49,11819406;3,559440559;0;3
12583;5376;444;27,79998768;2,611374408;0;2
12582,5;3644;69;51,28863644;3,796610169;0;3
12582,5;3821;49;28,21866111;2,272222222;0;2
12581,2;4917;225;11,85299375;1,1875;1;1
12581;4355;372;25,59271481;2,101851852;0;2
12580,4;4453;201;26,47819712;2,49201278;0;2
12580;4580;232;42,81280479;3,323943662;0;3
12579,8;4655;289,6;29,16997484;2,366242038;0;2
12578,8;3625;53;36,5462183;3,006535948;0;3
12578,2;6236;740;26,42394618;2,145454545;0;2
12578;4154;155,3;29,16997484;2,366242038;0;2
12577,7;3500;70,3;85,100225;6,326086957;0;3
12577,6;4079;338,5;21,61906646;2,012658228;0;2
12577,6;7715;1058;32,40464657;2,783393502;0;2
12576,9;4633;325;28,21866111;2,272222222;0;2
12576,3;5559;0;21,61906646;2,012658228;0;2
12576,2;3597;83;74,12692662;5,179856115;0;3
12574,9;3536;29,9;53,31155238;3,428571429;0;3
12574,5;5058;371;32,77798121;2,731543624;0;2
12574,5;5206;441;26,47819712;2,49201278;0;2
12574,4;3621;0;52,1345837;5,75;0;3
12574,2;4388;78;28,21866111;2,272222222;0;2
12573,1;4528;81;32,40464657;2,783393502;0;2
12572,1;4698;105;35,42519715;2,544483986;0;2
12572,1;4953;56;49,80321538;4,923076923;0;2
12572;4519;368,9;31,65486517;2,876404494;0;2
12571,9;4039;206;28,21866111;2,272222222;0;2
12571,8;3570;28;49,83286849;3,903361345;0;3
12571;3791;79;25,59271481;2,101851852;0;2
12570,7;3600;215;49,83286849;3,903361345;0;3
12570,4;3620;273,3;42,81280479;3,323943662;0;3
12570,4;4151;291;27,11409602;2,462686567;0;2
12569,9;3674;12,6;24,44736727;2,345454545;0;2
12569,7;4059;184;29,16997484;2,366242038;0;2
12569,5;4855;103;74,12692662;5,179856115;0;3
12568,2;4729;77,1;26,93972538;2,2;1;2
12568;4524;32;33,13721136;2,352272727;0;2
12567,9;3698;313;42,81280479;3,323943662;0;3
12567,8;4008;56;56,81350076;5,114503817;1;3
12567,8;4008;56;56,81350076;5,114503817;1;3
12567,6;3316;93,7;85,100225;6,326086957;0;3
12566,6;4513;218,5;18,72186822;1,635658915;0;2
12565,8;4452;117,5;16,79841062;1,539823009;1;2
12565,3;3926;126;51,28863644;3,796610169;0;3
12564,6;3706;43;55,17231143;3,96;0;3
12564,6;4570;360;35,42519715;2,544483986;0;2
12564;4258;226,8;29,16997484;2,366242038;0;2
12563,8;4707;0;53,31155238;3,428571429;0;3
12563;3635;271;49,83286849;3,903361345;0;3
12562,1;4870;283;33,88067075;2,301886792;0;2
12562;4602;133;31,77827246;2,920289855;0;2
12561,8;3602;38;55,17231143;3,96;0;3
12561,5;3792;45;36,5462183;3,006535948;0;3
12561,5;3858;102,5;29,16997484;2,366242038;0;2
12560,7;6004;356;17,062791;1,91;1;2
12560;7676;1070,3;28,73009742;2,812903226;1;2
12559,9;4289;276;74,12692662;5,179856115;0;3
12558,9;4249;298,2;16,09718594;1,40625;0;2
12558,3;4053;226;26,42394618;2,145454545;0;2
12557;3603;144;74,12692662;5,179856115;0;3
12556,7;3504;70,9;26,15680562;2,404494382;0;2
12556,1;3592;50,7;35,55126737;2,78245614;1;3
12556,1;7356;1054;33,13721136;2,352272727;0;2
12556;4286;119,8;39,94094043;3,468085106;1;3
12555,9;4187;242,6;21,61906646;2,012658228;0;2
12555,6;4166;142,1;29,16997484;2,366242038;0;2
12555,6;4234;288;27,11409602;2,462686567;0;2
12555,2;3639;162,1;85,100225;6,326086957;0;3
12554,4;3476;61,1;85,100225;6,326086957;0;3
12554;5456;10,7;48,46767133;4,251748252;0;3
12553,5;8452;658;48,57342128;3,964539007;0;2
12553,3;3941;20;29,16997484;2,366242038;0;2
12552,2;4161;115,6;30,50147568;2,8;1;2
12552;5001;450,3;28,73009742;2,812903226;1;2
12551,3;4393;189;26,42394618;2,145454545;0;2
12551;3604;47,5;48,46767133;4,251748252;0;3
12550,8;4075;341,4;34,30544052;2,758169935;0;2
12550,5;3515;67;25,77178523;2,488636364;0;2
12550,4;4809;969;21,43150709;1,724409449;0;2
12549,7;4092;35;11,19782444;1,6;0;2
12549,4;4222;33,4;16,18071008;1,823529412;1;2
12549,4;4594;104;35,42519715;2,544483986;0;2
12549;3837;104,8;29,16997484;2,366242038;0;2
12548,9;3542;53,3;32,06867385;2,261538462;0;2
12548,5;4290;26;26,47819712;2,49201278;0;2
12548;3681;126,1;48,46767133;4,251748252;0;3
12547,8;3585;80;25,77178523;2,488636364;0;2
12546,5;3810;303;42,81280479;3,323943662;0;3
12546;4608;602;42,81280479;3,323943662;0;3
12545;3859;77;22,52111273;1,363636364;0;2
12545;4221;17;26,47819712;2,49201278;0;2
12545;4257;125,6;37,34840617;3,172839506;0;2
12544,1;3755;77;26,15680562;2,404494382;0;2
12544;4243;288,7;31,64926337;2,238683128;0;3
12543;3870;291;33,02951532;2,657657658;0;2
12542,5;3224;272,2;34,30544052;2,758169935;0;2
12542;4380;78,8;35,42519715;2,544483986;0;2
12541,3;3359;79;48,46767133;4,251748252;0;3
12540,8;4390;88,7;28,6775641;2,115384615;0;2
12540,7;4296;15;33,88067075;2,301886792;0;2
12540,7;4828;296,3;32,05869068;2,949152542;1;2
12540,6;3470;22,4;25,80203762;2,732673267;0;2
12539,4;3155;49,1;85,100225;6,326086957;0;3
12539,4;4199;293,7;35,55126737;2,78245614;1;3
12538,5;4332;151;16,79841062;1,539823009;1;2
12538,3;3935;265;26,15680562;2,404494382;0;2
12538,2;3806;335,5;34,30544052;2,758169935;0;2
12538,1;3557;32;48,57342128;3,964539007;0;2
12537,9;4484;24;35,805175;3,048780488;1;3
12537;3314;19,2;33,13721136;2,352272727;0;2
12536,5;4884;238,6;37,34840617;3,172839506;0;2
12536,3;3748;210;53,04576144;4,509803922;0;3
12536,1;3731;215,6;49,83286849;3,903361345;0;3
12535,8;3602;24;74,12692662;5,179856115;0;3
12535,7;4320;142,9;49,11819406;3,559440559;0;3
12535,1;3746;355;49,83286849;3,903361345;0;3
12533,9;3342;35;48,57342128;3,964539007;0;2
12533,7;3578;132,8;85,100225;6,326086957;0;3
12533,2;4052;142,7;35,55126737;2,78245614;1;3
12533;3508;105,2;33,13721136;2,352272727;0;2
12533;6448;1146;35,42519715;2,544483986;0;2
12532,6;3603;20;74,12692662;5,179856115;0;3
12532,6;4223;47;21,43150709;1,724409449;0;2
12532,4;3603;18;74,12692662;5,179856115;0;3
12532;4254;81;33,13721136;2,352272727;0;2
12531,4;4495;313;32,43651165;2,446601942;0;2
12531;4368;525,1;42,81280479;3,323943662;0;3
12530,3;4419;84,3;16,79841062;1,539823009;1;2
12529,9;4810;279,5;26,47819712;2,49201278;0;2
12529,6;3763;59,7;85,100225;6,326086957;0;3
12529,5;4231;72,2;21,55697246;2,014492754;0;2
12529,1;3771;32;48,57342128;3,964539007;0;2
12529;4930;454,5;28,73009742;2,812903226;1;2
12528,9;3484;171,7;35,55126737;2,78245614;1;3
12528,5;3739;165;48,57342128;3,964539007;0;2
12528,4;3748;29;74,12692662;5,179856115;0;3
12527;3162;31,9;85,100225;6,326086957;0;3
12526,8;3601;45;24,44736727;2,345454545;0;2
12526,7;3799;49;74,12692662;5,179856115;0;3
12525,9;3754;76;26,15680562;2,404494382;0;2
12525,7;3721;56;22,34875467;1,906666667;0;2
12525,5;4690;298;18,72186822;1,635658915;0;2
12525,3;3724;162;23,4131;2,106382979;0;2
12525,2;3593;184;31,64926337;2,238683128;0;3
12524;4065;42;48,46767133;4,251748252;0;3
12524;4289;63,4;21,55697246;2,014492754;0;2
12523,8;3821;153,2;26,70785694;2,4375;0;2
12523,4;3757;94,6;53,31155238;3,428571429;0;3
12523,4;4074;79;29,16997484;2,366242038;0;2
12523,1;3514;74,7;32,91861949;2,861538462;0;3
12523;3684;33,2;34,30544052;2,758169935;0;2
12522,3;3565;103,7;32,91861949;2,861538462;0;3
12522;3784;186;35,42519715;2,544483986;0;2
12521,7;4012;93;27,43548981;2,055555556;1;2
12521,5;3573;29,1;32,91861949;2,861538462;0;3
12521,4;3366;55,9;32,91861949;2,861538462;0;3
12521,3;3385;75,2;32,91861949;2,861538462;0;3
12521;4295;354;16,09718594;1,40625;0;2
12520,9;4211;17;28,21866111;2,272222222;0;2
12520,4;3916;66;38,475968;3,34;1;2
12520;3852;237,5;29,16997484;2,366242038;0;2
12519,7;4429;293;31,63460946;2,243243243;0;2
12519;3471;24,8;33,02951532;2,657657658;0;2
12519;4658;721,7;48,46767133;4,251748252;0;3
12518;3603;38;74,12692662;5,179856115;0;3
12517,7;3746;137,9;29,16997484;2,366242038;0;2
12517,6;3947;71;38,475968;3,34;1;2
12516,7;2990;24,1;85,100225;6,326086957;0;3
12516,4;3669;60;49,83286849;3,903361345;0;3
12516,2;4306;60;21,55697246;2,014492754;0;2
12515,3;5710;435,6;34,54931222;2,533333333;0;2
12514,4;8018;979,1;24,57898271;2,247663551;0;2
12514,1;3289;24;85,100225;6,326086957;0;3
12513,5;3467;66,5;32,91861949;2,861538462;0;3
12513,3;4656;771,9;32,06867385;2,261538462;0;2
12512,8;3954;26,2;32,91861949;2,861538462;0;3
12512,7;3527;40,8;53,04576144;4,509803922;0;3
12512,6;4532;55;56,81350076;5,114503817;1;3
12512,6;4532;55;56,81350076;5,114503817;1;3
12511,3;4531;212,1;21,43150709;1,724409449;0;2
12510,9;3299;27;32,91861949;2,861538462;0;3
12510,9;4036;274,8;42,81280479;3,323943662;0;3
12510,4;3649;35;48,57342128;3,964539007;0;2
12509,1;5239;384,7;32,05869068;2,949152542;1;2
12509;3401;81,7;32,91861949;2,861538462;0;3
12509;4339;239,8;48,46767133;4,251748252;0;3
12508,9;3753;35,5;34,06376075;2,691588785;0;2
12508,6;3517;151,6;16,09718594;1,40625;0;2
12508,6;3718;135,6;34,30544052;2,758169935;0;2
12508,3;4582;66,1;37,34840617;3,172839506;0;2
12508;4029;364,8;33,02951532;2,657657658;0;2
12507,8;4199;64;26,93972538;2,2;1;2
12507,6;3483;12,5;32,91861949;2,861538462;0;3
12507,3;4042;187,7;16,09718594;1,40625;0;2
12506,2;3635;61,7;85,100225;6,326086957;0;3
12506,1;3638;65;32,91861949;2,861538462;0;3
12506;3767;12,8;26,15680562;2,404494382;0;2
12506;5152;10;32,77798121;2,731543624;0;2
12506;7360;990;26,47819712;2,49201278;0;2
12505,5;4266;128,1;35,55126737;2,78245614;1;3
12505,3;3784;29,2;34,06376075;2,691588785;0;2
12504,8;3660;110;49,83286849;3,903361345;0;3
12504,5;3400;85,9;85,100225;6,326086957;0;3
12504,4;3150;32,6;85,100225;6,326086957;0;3
12504;4386;239,3;21,40506514;2,220183486;1;2
12503,8;3524;74,6;32,91861949;2,861538462;0;3
12503,8;4218;568;42,81280479;3,323943662;0;3
12503,8;4673;63,6;35,805175;3,048780488;1;3
12503,8;4947;358;26,42394618;2,145454545;0;2
12503,7;4996;312,6;28,6775641;2,115384615;0;2
12503,1;10735;1171;22,34875467;1,906666667;0;2
12503;5434;454;32,40464657;2,783393502;0;2
12502,6;4281;147;26,47819712;2,49201278;0;2
12502,6;4357;162;16,79841062;1,539823009;1;2
12502,4;4513;286,1;34,54931222;2,533333333;0;2
12502,1;3698;16,7;32,91861949;2,861538462;0;3
12502;3630;271,5;42,81280479;3,323943662;0;3
12502;7683;1216;27,43548981;2,055555556;1;2
12501,9;4295;46,7;49,11819406;3,559440559;0;3
12501,7;3712;41;36,5462183;3,006535948;0;3
12501,4;4416;99;16,79841062;1,539823009;1;2
12501,3;7525;727;28,21866111;2,272222222;0;2
12500,7;3839;172,8;24,57898271;2,247663551;0;2
12500,5;4070;275,1;42,81280479;3,323943662;0;3
12500,5;6304;926;33,13721136;2,352272727;0;2
12499,9;4799;207;26,42394618;2,145454545;0;2
12499,4;4618;240,8;18,72186822;1,635658915;0;2
12499,4;4618;240,8;21,43150709;1,724409449;0;2
12499,3;4107;100,1;49,11819406;3,559440559;0;3
12499,1;4171;280,4;49,11819406;3,559440559;0;3
12499;3770;192;48,57342128;3,964539007;0;2
12498,9;4592;222;24,81411417;2,183333333;1;2
12498,2;4200;17,3;39,94094043;3,468085106;1;3
12497,9;3730;233,8;24,24953391;1,973913043;0;2
12496,2;3600;76,3;24,44736727;2,345454545;0;2
12496;3812;145;44,22259315;2,835616438;1;2
12495,9;4394;84,1;16,79841062;1,539823009;1;2
12495,6;3276;99;31,63460946;2,243243243;0;2
12494,9;4387;96;33,63371754;2,280701754;1;2
12494;4100;71;48,46767133;4,251748252;0;3
12494;5565;701,8;42,81280479;3,323943662;0;3
12493,8;4554;158,5;49,11819406;3,559440559;0;3
12493,7;3601;76;49,83286849;3,903361345;0;3
12493,6;4893;272;26,42394618;2,145454545;0;2
12492,7;3862;70,3;16,09718594;1,40625;0;2
12492,5;3601;89;24,44736727;2,345454545;0;2
12490,5;4262;66;21,55697246;2,014492754;0;2
12490,4;3957;83,3;14,60037528;1,393258427;0;2
12490,4;5443;720;42,81280479;3,323943662;0;3
